State,District,Crop,Season,SowingMonth,Area(ha),N(kg/ha),P(kg/ha),K(kg/ha),SoilType,AnnualRainfall(mm),AvgTemperature(C),Yield(t/ha)
West Bengal,Darjeeling,Cotton,Rabi,August,8.85,156,52,32,Red,580,26.0,31.67
Uttar Pradesh,Lucknow,Sugarcane,Rabi,June,1.95,102,67,81,Red,1145,22.3,358.77
West Bengal,Darjeeling,Cotton,Kharif,June,4.96,122,58,34,Black,477,28.8,30.61
Tamil Nadu,Madurai,Corn,Zaid,July,4.45,73,60,48,Black,804,23.6,23.44
Tamil Nadu,Madurai,Sugarcane,Rabi,May,1.07,68,31,73,Clay,876,33.9,262.58
Punjab,Amritsar,Cotton,Zaid,May,7.54,72,50,76,Red,1035,22.0,25.14
Tamil Nadu,Madurai,Corn,Rabi,February,9.55,80,98,58,Loamy,450,20.2,31.37
Punjab,Amritsar,Corn,Kharif,June,1.44,147,32,86,Sandy,737,23.6,30.52
Andhra Pradesh,Kurnool,Tomato,Rabi,February,6.85,130,45,47,Black,957,26.7,171.75
Punjab,Patiala,Rice,Zaid,February,3.11,115,48,22,Black,877,32.0,19.62
Andhra Pradesh,Kurnool,Wheat,Zaid,December,7.81,97,38,59,Red,826,21.9,28.64
Karnataka,Mandya,Tomato,Zaid,February,5.51,128,35,55,Black,1098,30.9,201.97
Karnataka,Mysore,Rice,Kharif,July,1.83,62,86,95,Loamy,555,20.3,26.59
Maharashtra,Nashik,Sugarcane,Zaid,April,5.0,64,57,67,Sandy,1157,25.5,309.05
Tamil Nadu,Thanjavur,Wheat,Zaid,September,9.7,56,35,71,Loamy,450,34.2,18.98
Tamil Nadu,Salem,Cotton,Annual,July,2.95,147,39,28,Sandy,836,21.5,29.45
Maharashtra,Nagpur,Corn,Zaid,August,5.73,135,79,88,Loamy,405,30.6,40.12
Karnataka,Mandya,Corn,Zaid,March,8.99,169,66,72,Red,739,24.2,41.68
Tamil Nadu,Thanjavur,Corn,Kharif,December,9.99,195,61,89,Clay,695,21.7,46.99
Punjab,Patiala,Rice,Kharif,June,3.81,165,45,45,Red,903,24.0,25.67
Andhra Pradesh,Kurnool,Rice,Rabi,November,6.3,158,56,69,Clay,632,28.6,32.54
West Bengal,Howrah,Cotton,Zaid,April,3.64,137,35,30,Black,774,29.9,26.59
Karnataka,Belgaum,Wheat,Zaid,July,7.57,80,76,78,Loamy,524,21.0,32.33
Uttar Pradesh,Lucknow,Rice,Annual,August,8.46,59,89,61,Clay,922,25.8,26.19
Karnataka,Mandya,Wheat,Rabi,February,1.31,157,100,86,Loamy,593,29.4,33.99
Andhra Pradesh,Kurnool,Rice,Kharif,November,5.38,149,47,45,Black,1033,31.0,28.18
Punjab,Ludhiana,Tomato,Annual,September,1.88,61,96,51,Sandy,872,25.3,176.17
Uttar Pradesh,Varanasi,Rice,Rabi,June,5.5,114,53,61,Loamy,489,32.8,33.28
Tamil Nadu,Thanjavur,Tomato,Kharif,July,2.11,116,69,20,Loamy,757,20.2,126.1
Uttar Pradesh,Kanpur,Wheat,Kharif,January,1.74,115,31,91,Sandy,1038,26.7,26.11
Andhra Pradesh,Nellore,Wheat,Annual,September,2.94,67,50,29,Black,855,25.8,23.8
Maharashtra,Nashik,Tomato,Kharif,September,7.06,111,69,81,Red,642,25.2,174.63
Karnataka,Belgaum,Rice,Annual,April,1.86,88,73,64,Black,972,34.7,24.32
Maharashtra,Nagpur,Cotton,Zaid,February,2.48,156,80,27,Loamy,899,26.5,27.82
Maharashtra,Nashik,Wheat,Zaid,August,6.64,151,99,57,Red,634,33.2,34.14
West Bengal,Darjeeling,Corn,Zaid,July,8.65,134,38,48,Sandy,1102,34.3,31.36
Punjab,Patiala,Wheat,Kharif,July,1.28,164,49,54,Black,1181,34.8,33.85
Punjab,Ludhiana,Wheat,Zaid,May,4.39,61,75,53,Sandy,744,32.0,27.96
Punjab,Amritsar,Rice,Rabi,December,6.3,70,55,73,Loamy,414,32.2,20.98
Maharashtra,Nagpur,Corn,Rabi,August,8.4,55,68,45,Red,818,21.6,24.67
Karnataka,Mysore,Corn,Kharif,February,8.61,200,89,38,Red,855,33.5,36.15
Uttar Pradesh,Kanpur,Sugarcane,Kharif,November,1.53,76,69,47,Loamy,922,21.0,278.05
Andhra Pradesh,Kurnool,Rice,Kharif,February,2.24,85,67,36,Red,638,26.2,26.53
Tamil Nadu,Thanjavur,Tomato,Zaid,February,6.08,66,62,99,Red,1086,33.5,214.88
West Bengal,Darjeeling,Corn,Annual,September,4.51,112,34,22,Clay,844,22.6,19.83
Andhra Pradesh,Kurnool,Cotton,Rabi,April,4.37,176,59,97,Black,799,29.6,39.05
Punjab,Amritsar,Tomato,Rabi,December,1.02,163,92,36,Loamy,919,24.7,225.28
Andhra Pradesh,Guntur,Corn,Zaid,October,5.62,90,91,45,Clay,1059,24.3,29.61
Maharashtra,Nagpur,Tomato,Kharif,September,8.79,101,90,31,Clay,431,22.9,157.02
Maharashtra,Nagpur,Sugarcane,Rabi,January,7.6,121,90,95,Clay,541,22.5,413.72
Andhra Pradesh,Kurnool,Wheat,Kharif,April,5.56,113,64,91,Sandy,649,27.3,33.23
Uttar Pradesh,Kanpur,Cotton,Kharif,August,6.03,50,85,23,Clay,786,30.4,22.07
Uttar Pradesh,Lucknow,Sugarcane,Annual,November,9.11,97,92,29,Loamy,911,26.6,249.32
Maharashtra,Nashik,Cotton,Rabi,July,9.47,61,33,66,Sandy,423,26.1,26.44
Uttar Pradesh,Varanasi,Cotton,Zaid,July,7.88,151,70,56,Clay,1030,27.2,42.25
Uttar Pradesh,Lucknow,Wheat,Zaid,December,7.63,97,46,77,Clay,855,32.5,32.22
Punjab,Amritsar,Cotton,Zaid,May,7.95,55,70,36,Black,438,23.6,22.27
Punjab,Amritsar,Sugarcane,Kharif,December,8.99,136,31,38,Sandy,992,23.1,343.19
Tamil Nadu,Salem,Wheat,Rabi,September,3.62,82,97,62,Black,717,26.7,31.75
Uttar Pradesh,Varanasi,Tomato,Zaid,May,4.59,198,81,20,Loamy,543,28.1,220.23
Uttar Pradesh,Varanasi,Corn,Annual,November,5.4,169,70,44,Clay,893,25.7,35.99
Karnataka,Mysore,Rice,Rabi,October,8.05,123,56,21,Sandy,1034,26.8,29.58
Tamil Nadu,Thanjavur,Rice,Kharif,July,5.7,113,35,40,Black,722,25.3,21.49
Andhra Pradesh,Guntur,Corn,Rabi,January,9.29,183,47,22,Loamy,762,33.0,29.66
West Bengal,Darjeeling,Tomato,Kharif,April,7.36,172,85,44,Black,527,26.0,242.67
West Bengal,Darjeeling,Sugarcane,Kharif,October,7.64,190,48,32,Red,850,22.1,354.87
Punjab,Amritsar,Corn,Rabi,August,1.92,148,42,64,Black,1114,30.1,31.03
Karnataka,Mandya,Wheat,Zaid,March,5.44,132,51,63,Red,1070,32.2,38.66
Punjab,Amritsar,Corn,Zaid,February,6.74,55,57,25,Clay,774,31.0,22.1
Karnataka,Mandya,Tomato,Kharif,March,1.66,155,77,98,Sandy,759,30.5,200.87
Tamil Nadu,Salem,Wheat,Rabi,February,2.02,164,84,41,Sandy,832,21.4,30.56
Andhra Pradesh,Kurnool,Cotton,Zaid,August,1.77,169,38,90,Loamy,673,30.0,31.77
Andhra Pradesh,Kurnool,Tomato,Zaid,January,3.17,59,59,58,Sandy,649,24.6,137.28
Andhra Pradesh,Guntur,Rice,Annual,December,9.88,119,34,22,Red,594,29.7,22.93
Karnataka,Belgaum,Tomato,Zaid,August,9.72,163,95,30,Clay,655,26.0,218.44
Tamil Nadu,Madurai,Cotton,Zaid,October,7.84,76,100,78,Sandy,1083,21.6,40.38
Andhra Pradesh,Kurnool,Rice,Rabi,May,7.8,72,39,47,Black,821,34.0,23.77
Punjab,Patiala,Corn,Rabi,December,3.5,163,61,81,Black,403,21.0,40.63
Karnataka,Mysore,Cotton,Kharif,October,8.33,170,70,48,Loamy,673,31.6,29.63
Punjab,Patiala,Tomato,Rabi,November,4.08,134,57,56,Red,1067,24.7,223.83
Uttar Pradesh,Kanpur,Cotton,Rabi,April,6.13,195,82,99,Sandy,913,20.5,53.46
Andhra Pradesh,Kurnool,Sugarcane,Rabi,February,2.34,100,64,35,Clay,511,33.2,192.82
Andhra Pradesh,Kurnool,Wheat,Kharif,September,3.32,162,56,52,Black,977,29.5,32.31
Andhra Pradesh,Nellore,Rice,Kharif,March,6.46,62,62,31,Loamy,437,24.7,17.67
Uttar Pradesh,Varanasi,Rice,Zaid,December,8.15,118,87,22,Black,1056,20.1,35.61
Punjab,Ludhiana,Wheat,Zaid,November,4.65,151,92,79,Red,1180,22.8,33.23
Karnataka,Mysore,Tomato,Annual,December,7.83,176,54,37,Clay,1060,28.7,188.93
Karnataka,Mandya,Rice,Rabi,September,1.27,92,50,32,Clay,1011,27.5,22.43
Punjab,Amritsar,Corn,Annual,October,8.63,161,50,79,Black,419,33.2,37.36
Maharashtra,Nashik,Wheat,Zaid,August,8.04,161,100,30,Red,923,30.4,38.39
Punjab,Ludhiana,Corn,Kharif,September,8.05,139,61,28,Clay,477,21.0,24.96
Punjab,Ludhiana,Wheat,Rabi,March,9.06,158,88,89,Loamy,441,28.5,39.08
Karnataka,Mysore,Tomato,Zaid,July,8.27,173,83,72,Loamy,565,22.7,232.03
Punjab,Patiala,Sugarcane,Rabi,July,6.5,181,71,49,Loamy,749,30.7,343.49
West Bengal,Kolkata,Sugarcane,Zaid,September,8.96,82,75,37,Clay,697,33.0,250.92
Karnataka,Mandya,Sugarcane,Annual,March,6.49,147,72,79,Sandy,1120,29.1,435.58
Uttar Pradesh,Lucknow,Sugarcane,Rabi,June,5.45,87,85,39,Clay,427,25.8,211.31
Karnataka,Belgaum,Tomato,Zaid,October,1.37,197,50,61,Sandy,926,33.4,191.47
Maharashtra,Nagpur,Cotton,Annual,November,2.17,102,41,66,Sandy,721,32.3,27.82
Karnataka,Mysore,Sugarcane,Annual,June,8.42,134,74,79,Black,700,24.6,424.73
West Bengal,Howrah,Sugarcane,Kharif,June,1.39,114,86,22,Sandy,625,25.2,278.36
Andhra Pradesh,Nellore,Cotton,Zaid,December,8.83,171,94,20,Loamy,889,25.2,33.7
Karnataka,Mandya,Cotton,Zaid,April,7.17,56,33,85,Clay,523,20.2,21.93
Andhra Pradesh,Nellore,Rice,Kharif,December,2.25,112,35,80,Loamy,833,25.4,22.69
Punjab,Patiala,Cotton,Annual,November,9.15,176,42,85,Clay,1112,34.4,44.17
Uttar Pradesh,Kanpur,Rice,Annual,October,8.44,134,67,40,Loamy,1047,23.1,26.86
Karnataka,Belgaum,Tomato,Kharif,September,1.52,105,43,31,Sandy,843,20.3,155.71
Andhra Pradesh,Guntur,Tomato,Rabi,August,8.32,172,60,46,Red,980,27.2,254.83
Karnataka,Mandya,Wheat,Kharif,June,8.43,198,58,92,Red,493,21.7,45.05
West Bengal,Darjeeling,Sugarcane,Zaid,July,3.89,110,98,38,Sandy,740,32.2,329.69
West Bengal,Kolkata,Wheat,Annual,December,2.18,60,34,77,Red,886,21.1,21.84
West Bengal,Kolkata,Wheat,Zaid,March,9.18,54,76,93,Black,1127,31.2,28.61
Maharashtra,Nagpur,Corn,Rabi,January,9.51,130,78,100,Loamy,582,28.5,44.55
Uttar Pradesh,Varanasi,Rice,Rabi,September,8.19,164,70,92,Black,683,28.1,45.36
Tamil Nadu,Thanjavur,Corn,Rabi,June,3.64,100,34,37,Loamy,1118,32.6,22.72
West Bengal,Howrah,Cotton,Zaid,November,7.06,144,44,35,Black,1006,22.9,24.9
Tamil Nadu,Thanjavur,Sugarcane,Rabi,June,1.15,189,34,85,Black,1115,23.8,312.42
Maharashtra,Pune,Wheat,Annual,February,7.71,69,86,100,Black,1085,21.5,36.28
Andhra Pradesh,Kurnool,Corn,Kharif,June,5.21,200,83,95,Loamy,746,34.2,51.19
Uttar Pradesh,Lucknow,Sugarcane,Zaid,September,7.54,124,93,77,Black,1029,30.3,361.49
Tamil Nadu,Madurai,Cotton,Kharif,February,4.0,63,52,58,Loamy,924,24.7,22.31
Andhra Pradesh,Nellore,Sugarcane,Zaid,June,5.58,74,88,39,Sandy,742,20.7,312.38
Uttar Pradesh,Kanpur,Sugarcane,Zaid,March,5.53,74,75,27,Black,831,20.3,263.53
Punjab,Ludhiana,Rice,Zaid,November,2.0,129,41,93,Sandy,990,27.5,33.68
West Bengal,Howrah,Sugarcane,Rabi,July,2.93,138,75,81,Sandy,474,27.2,387.75
Uttar Pradesh,Kanpur,Cotton,Rabi,January,1.92,94,99,54,Black,1074,24.9,30.1
Tamil Nadu,Madurai,Sugarcane,Zaid,December,6.94,67,86,92,Black,441,30.1,270.8
Andhra Pradesh,Kurnool,Wheat,Kharif,August,4.36,153,70,27,Red,606,34.2,27.9
Maharashtra,Nagpur,Cotton,Kharif,December,5.64,88,97,42,Black,789,33.7,24.36
West Bengal,Howrah,Tomato,Zaid,June,5.81,157,38,85,Loamy,636,25.8,167.26
Maharashtra,Pune,Sugarcane,Rabi,October,9.15,174,36,85,Black,925,33.2,388.38
Maharashtra,Nashik,Rice,Kharif,October,7.89,193,82,92,Red,480,26.3,45.98
Maharashtra,Pune,Wheat,Zaid,February,9.5,67,99,75,Sandy,542,29.0,29.05
Punjab,Ludhiana,Sugarcane,Annual,April,8.24,187,74,81,Sandy,495,26.6,384.52
Punjab,Ludhiana,Rice,Annual,March,9.18,93,86,94,Black,717,26.5,33.63
Maharashtra,Nagpur,Rice,Zaid,May,3.62,181,37,68,Black,517,33.1,30.11
Punjab,Patiala,Sugarcane,Kharif,January,4.26,115,84,52,Clay,1026,31.3,350.58
Maharashtra,Nashik,Tomato,Rabi,January,1.19,146,43,21,Red,544,34.6,134.76
Maharashtra,Nagpur,Rice,Annual,June,3.46,117,75,45,Loamy,621,24.5,24.7
Karnataka,Mandya,Corn,Kharif,July,2.11,143,97,80,Loamy,1170,27.9,36.15
Punjab,Patiala,Corn,Rabi,March,6.89,147,52,24,Loamy,597,34.1,28.39
Uttar Pradesh,Lucknow,Rice,Kharif,May,9.61,85,46,38,Black,738,32.1,20.89
Karnataka,Mysore,Corn,Kharif,March,2.63,56,43,53,Sandy,647,22.8,19.11
West Bengal,Howrah,Cotton,Kharif,May,2.26,163,97,95,Red,824,25.3,38.97
Karnataka,Mandya,Corn,Annual,September,7.05,62,98,98,Loamy,668,29.8,29.04
Karnataka,Mandya,Tomato,Rabi,December,9.17,51,90,92,Black,1183,30.8,198.71
Punjab,Amritsar,Rice,Rabi,April,7.1,132,95,36,Sandy,753,34.9,29.5
Tamil Nadu,Salem,Sugarcane,Annual,April,5.55,160,38,47,Clay,709,26.9,257.3
Maharashtra,Nagpur,Tomato,Rabi,February,4.58,151,31,62,Loamy,697,27.7,199.33
Punjab,Patiala,Cotton,Annual,April,3.11,103,87,72,Loamy,462,31.7,24.36
West Bengal,Darjeeling,Rice,Kharif,March,6.0,179,51,22,Clay,745,23.5,28.56
West Bengal,Howrah,Cotton,Kharif,January,1.14,108,67,52,Red,541,21.1,22.45
Maharashtra,Nagpur,Sugarcane,Rabi,November,3.66,149,94,36,Black,1116,20.5,369.35
Tamil Nadu,Thanjavur,Wheat,Rabi,June,4.18,123,49,68,Black,1102,24.6,36.84
Tamil Nadu,Salem,Rice,Annual,August,2.17,134,45,55,Black,1160,23.3,30.64
Punjab,Patiala,Cotton,Kharif,December,9.16,134,33,41,Clay,960,33.5,34.46
Tamil Nadu,Thanjavur,Tomato,Annual,November,6.94,176,31,78,Black,591,21.1,199.23
Uttar Pradesh,Kanpur,Sugarcane,Annual,October,3.21,176,43,62,Loamy,784,24.3,303.24
Andhra Pradesh,Kurnool,Wheat,Kharif,June,5.99,116,93,22,Loamy,489,27.8,32.43
Karnataka,Belgaum,Tomato,Rabi,August,8.8,188,91,82,Black,1153,24.3,246.3
Maharashtra,Pune,Cotton,Rabi,February,4.32,97,93,54,Red,786,28.9,36.09
Tamil Nadu,Madurai,Wheat,Kharif,July,3.51,177,88,50,Loamy,451,27.9,35.79
Karnataka,Belgaum,Cotton,Annual,August,3.13,74,44,78,Clay,1187,26.1,24.09
Uttar Pradesh,Lucknow,Sugarcane,Annual,March,8.67,115,63,69,Clay,1080,26.3,289.89
Karnataka,Belgaum,Corn,Rabi,December,1.06,98,99,42,Black,992,31.7,31.89
Tamil Nadu,Madurai,Rice,Rabi,May,3.32,190,91,85,Red,1063,24.3,47.34
Maharashtra,Pune,Tomato,Annual,April,5.37,164,62,78,Clay,417,24.3,216.49
Maharashtra,Pune,Tomato,Zaid,May,6.6,127,91,85,Black,1046,24.1,206.41
West Bengal,Howrah,Rice,Zaid,December,3.02,79,98,57,Loamy,1152,28.4,36.41
Karnataka,Mysore,Sugarcane,Annual,January,9.24,164,64,65,Sandy,1022,24.1,346.7
Andhra Pradesh,Guntur,Sugarcane,Annual,January,8.35,169,92,52,Loamy,1141,30.1,448.54
Maharashtra,Pune,Sugarcane,Kharif,October,2.36,172,63,51,Clay,792,21.9,380.21
Andhra Pradesh,Kurnool,Sugarcane,Kharif,March,4.05,78,57,77,Black,1029,27.4,305.94
Maharashtra,Nagpur,Sugarcane,Zaid,February,6.99,121,88,39,Loamy,924,30.4,366.73
Andhra Pradesh,Kurnool,Corn,Annual,May,1.56,172,92,65,Black,621,21.4,29.89
Andhra Pradesh,Guntur,Rice,Kharif,September,2.49,162,40,50,Black,704,27.7,25.69
Punjab,Patiala,Wheat,Rabi,November,7.21,97,46,38,Black,451,20.7,19.95
Maharashtra,Nagpur,Wheat,Zaid,November,6.33,188,65,89,Loamy,632,25.3,38.29
Andhra Pradesh,Guntur,Tomato,Annual,June,2.8,170,45,42,Loamy,412,28.9,194.52
Punjab,Patiala,Cotton,Kharif,July,8.31,194,46,25,Sandy,771,28.4,32.46
Tamil Nadu,Salem,Cotton,Annual,June,6.28,90,36,56,Red,665,30.5,24.73
Uttar Pradesh,Varanasi,Wheat,Zaid,April,3.37,200,72,77,Loamy,703,24.5,34.78
Tamil Nadu,Salem,Sugarcane,Rabi,October,6.03,118,78,43,Loamy,606,20.3,311.79
Tamil Nadu,Madurai,Corn,Zaid,March,6.91,193,73,79,Sandy,876,31.2,48.97
West Bengal,Darjeeling,Tomato,Zaid,January,9.91,173,49,37,Clay,927,21.2,198.72
Uttar Pradesh,Kanpur,Rice,Annual,August,7.19,127,51,97,Sandy,555,28.7,27.61
Tamil Nadu,Madurai,Sugarcane,Zaid,December,5.91,129,37,59,Loamy,680,25.5,325.95
Uttar Pradesh,Varanasi,Tomato,Annual,January,7.57,91,33,75,Loamy,616,31.6,150.24
Tamil Nadu,Madurai,Rice,Zaid,July,7.67,51,81,81,Black,777,21.6,30.57
West Bengal,Howrah,Wheat,Zaid,September,5.68,137,47,75,Black,1095,28.1,36.19
Tamil Nadu,Salem,Cotton,Zaid,March,9.82,58,94,32,Sandy,511,21.0,26.64
Karnataka,Mandya,Sugarcane,Zaid,September,1.83,81,57,70,Red,1010,23.2,281.99
Andhra Pradesh,Kurnool,Rice,Rabi,August,9.27,188,42,76,Clay,663,26.8,36.43
West Bengal,Kolkata,Rice,Zaid,September,6.37,170,49,48,Clay,677,28.8,33.11
West Bengal,Howrah,Wheat,Annual,April,4.24,197,74,25,Clay,1081,29.1,42.63
Punjab,Ludhiana,Tomato,Kharif,May,7.43,89,79,84,Red,651,31.7,190.67
Karnataka,Belgaum,Sugarcane,Rabi,April,7.08,101,87,55,Black,823,28.0,308.85
Maharashtra,Pune,Rice,Zaid,March,9.17,138,91,39,Loamy,776,22.1,38.15
West Bengal,Kolkata,Corn,Zaid,March,4.8,99,60,22,Sandy,763,23.1,23.52
Karnataka,Belgaum,Cotton,Kharif,November,5.22,61,93,53,Sandy,906,32.6,25.33
Maharashtra,Pune,Tomato,Rabi,July,6.59,92,63,42,Red,834,32.5,139.48
Andhra Pradesh,Nellore,Corn,Kharif,May,9.64,55,64,91,Sandy,1123,20.0,28.75
Punjab,Amritsar,Tomato,Rabi,April,9.47,194,41,90,Red,506,34.0,201.74
Tamil Nadu,Salem,Wheat,Kharif,August,8.09,103,68,98,Clay,1148,26.7,29.91
Uttar Pradesh,Kanpur,Sugarcane,Annual,April,8.23,63,39,85,Loamy,698,25.9,301.39
Tamil Nadu,Thanjavur,Corn,Annual,February,3.73,61,39,31,Black,1173,21.7,17.37
Tamil Nadu,Madurai,Cotton,Annual,July,6.35,64,62,31,Sandy,486,32.7,24.51
Karnataka,Belgaum,Wheat,Rabi,May,6.8,108,93,32,Black,654,26.9,28.73
Andhra Pradesh,Kurnool,Rice,Kharif,September,2.67,127,83,20,Black,664,31.0,27.68
Punjab,Ludhiana,Rice,Kharif,January,8.26,132,36,73,Clay,1167,26.7,40.29
Andhra Pradesh,Guntur,Tomato,Kharif,August,9.98,164,52,54,Clay,920,25.2,208.48
Uttar Pradesh,Varanasi,Sugarcane,Annual,May,6.85,64,81,59,Clay,426,24.4,208.67
West Bengal,Darjeeling,Cotton,Zaid,March,5.06,95,92,46,Loamy,642,29.7,29.31
Uttar Pradesh,Lucknow,Cotton,Zaid,April,3.89,68,100,54,Clay,814,22.2,28.28
Punjab,Ludhiana,Wheat,Annual,August,1.42,189,67,28,Black,619,27.7,30.46
Andhra Pradesh,Nellore,Rice,Rabi,March,1.0,140,62,23,Red,949,21.2,24.37
Andhra Pradesh,Guntur,Rice,Annual,September,6.66,144,43,74,Clay,759,31.7,31.69
West Bengal,Howrah,Corn,Kharif,October,8.18,71,68,78,Sandy,594,26.5,30.69
West Bengal,Howrah,Wheat,Rabi,February,5.48,139,85,53,Black,707,28.7,27.68
Uttar Pradesh,Varanasi,Rice,Rabi,October,1.56,103,46,98,Loamy,563,25.5,24.64
Maharashtra,Nashik,Rice,Kharif,August,6.8,127,43,61,Sandy,925,29.3,25.51
Andhra Pradesh,Kurnool,Tomato,Zaid,July,9.98,101,96,31,Clay,1198,25.8,209.43
Andhra Pradesh,Nellore,Wheat,Zaid,June,1.25,108,98,23,Sandy,646,27.9,25.04
Uttar Pradesh,Kanpur,Wheat,Annual,December,4.46,198,84,74,Black,437,28.9,34.26
Andhra Pradesh,Nellore,Wheat,Kharif,January,1.55,143,91,40,Sandy,1097,33.1,33.81
West Bengal,Howrah,Wheat,Zaid,April,9.5,136,60,91,Black,815,32.4,39.46
Maharashtra,Nagpur,Corn,Rabi,April,1.62,200,85,28,Red,704,25.1,31.42
West Bengal,Darjeeling,Corn,Zaid,October,9.98,154,37,80,Sandy,641,30.7,33.27
Punjab,Ludhiana,Cotton,Annual,August,3.14,59,62,41,Clay,813,27.1,18.56
Punjab,Patiala,Wheat,Kharif,March,9.1,139,97,85,Clay,634,24.2,45.41
Punjab,Amritsar,Rice,Rabi,June,1.56,183,73,21,Black,575,20.3,27.87
Uttar Pradesh,Varanasi,Rice,Annual,March,8.06,86,89,43,Red,653,31.2,30.54
Maharashtra,Nagpur,Wheat,Rabi,April,5.31,177,78,60,Clay,1015,29.8,46.31
West Bengal,Howrah,Tomato,Kharif,September,2.32,167,39,63,Clay,422,28.5,215.33
Tamil Nadu,Salem,Rice,Zaid,September,7.53,129,98,51,Clay,888,34.0,35.5
Maharashtra,Pune,Cotton,Annual,February,3.63,59,90,98,Clay,698,28.9,31.58
Uttar Pradesh,Lucknow,Cotton,Kharif,March,9.44,86,97,79,Sandy,741,25.6,33.18
Tamil Nadu,Madurai,Rice,Kharif,December,4.8,74,89,39,Black,774,27.3,22.1
Punjab,Patiala,Tomato,Zaid,February,6.21,62,47,61,Loamy,997,29.1,133.29
Maharashtra,Nashik,Wheat,Rabi,May,6.26,196,35,27,Clay,670,21.4,28.9
West Bengal,Howrah,Wheat,Zaid,April,3.33,140,72,92,Loamy,471,22.4,28.1
Maharashtra,Nagpur,Wheat,Zaid,June,7.49,142,47,56,Loamy,1040,28.3,36.96
Karnataka,Mandya,Wheat,Kharif,June,9.19,173,84,25,Loamy,1025,23.5,30.48
Maharashtra,Nagpur,Corn,Zaid,September,5.61,52,49,46,Loamy,1152,29.6,25.14
West Bengal,Howrah,Wheat,Kharif,January,1.48,60,95,93,Clay,1086,27.7,32.59
Uttar Pradesh,Lucknow,Wheat,Kharif,January,6.0,106,90,29,Sandy,434,32.1,29.59
Maharashtra,Pune,Rice,Rabi,August,9.93,68,79,27,Sandy,849,34.9,23.44
Uttar Pradesh,Varanasi,Cotton,Rabi,May,2.06,180,84,71,Black,902,20.3,38.14
Maharashtra,Pune,Tomato,Zaid,December,3.56,157,50,28,Sandy,1200,27.9,201.86
West Bengal,Darjeeling,Sugarcane,Rabi,June,4.89,57,51,79,Black,441,20.2,222.51
Maharashtra,Nagpur,Corn,Rabi,February,4.5,154,82,75,Loamy,1104,29.6,43.94
Uttar Pradesh,Kanpur,Cotton,Annual,August,2.44,151,57,28,Loamy,869,23.2,31.96
Punjab,Patiala,Sugarcane,Rabi,March,1.8,123,96,33,Clay,525,30.4,293.04
Tamil Nadu,Thanjavur,Cotton,Zaid,January,5.52,105,77,48,Black,646,34.6,31.6
Andhra Pradesh,Nellore,Tomato,Annual,September,5.59,129,91,59,Black,1172,24.4,213.92
Tamil Nadu,Madurai,Sugarcane,Annual,November,6.95,178,68,52,Black,751,34.4,310.73
Punjab,Amritsar,Wheat,Rabi,February,2.93,169,48,34,Clay,1189,24.6,29.79
Andhra Pradesh,Guntur,Cotton,Annual,June,8.89,82,53,33,Red,1090,28.6,24.34
Punjab,Ludhiana,Wheat,Zaid,August,5.66,141,66,80,Sandy,726,26.0,30.16
Andhra Pradesh,Guntur,Tomato,Zaid,July,7.54,73,63,65,Clay,1045,28.3,150.51
Maharashtra,Nagpur,Wheat,Rabi,May,9.48,163,49,26,Black,431,24.0,34.31
Maharashtra,Nashik,Cotton,Annual,April,4.2,95,87,86,Clay,620,28.1,38.1
Karnataka,Belgaum,Cotton,Annual,September,2.77,197,47,95,Red,481,21.6,40.73
Tamil Nadu,Thanjavur,Corn,Rabi,January,3.75,102,90,54,Loamy,582,20.9,23.94
Andhra Pradesh,Nellore,Cotton,Rabi,February,6.25,103,39,67,Sandy,641,21.8,24.17
Andhra Pradesh,Guntur,Sugarcane,Rabi,October,6.33,72,84,41,Clay,908,31.8,275.2
West Bengal,Kolkata,Wheat,Annual,December,8.37,170,30,59,Sandy,876,20.7,33.35
Karnataka,Belgaum,Rice,Kharif,November,8.61,111,31,26,Clay,1035,23.2,27.1
Karnataka,Mysore,Corn,Zaid,November,6.69,194,72,80,Clay,759,30.1,44.36
Andhra Pradesh,Guntur,Sugarcane,Annual,January,9.13,73,90,81,Loamy,799,31.2,266.54
Tamil Nadu,Salem,Corn,Annual,March,7.52,133,94,99,Red,1026,32.2,48.12
Andhra Pradesh,Nellore,Wheat,Zaid,November,5.41,83,95,22,Sandy,425,21.6,21.43
Andhra Pradesh,Kurnool,Corn,Zaid,June,5.5,161,40,95,Clay,806,27.1,41.79
Karnataka,Mysore,Sugarcane,Kharif,June,2.24,197,30,83,Clay,423,31.4,385.03
Andhra Pradesh,Guntur,Tomato,Annual,April,4.88,106,40,82,Clay,1126,26.6,159.54
Andhra Pradesh,Kurnool,Corn,Kharif,October,1.09,199,74,29,Black,1087,34.8,40.99
Uttar Pradesh,Kanpur,Cotton,Rabi,October,2.91,154,98,29,Black,1066,23.4,30.34
Tamil Nadu,Madurai,Cotton,Zaid,August,4.72,122,57,85,Loamy,965,30.5,39.36
Maharashtra,Nagpur,Sugarcane,Rabi,December,8.31,136,57,85,Sandy,542,33.5,394.19
Andhra Pradesh,Nellore,Wheat,Rabi,April,8.92,83,64,48,Loamy,555,32.1,26.66
Tamil Nadu,Madurai,Rice,Rabi,March,8.37,100,40,59,Sandy,987,34.2,26.15
West Bengal,Howrah,Wheat,Zaid,January,9.53,105,39,31,Sandy,906,31.3,28.99
